GameID,HomeTeam,AwayTeam,Game,StartDate,Moneyline Pick,Moneyline Conf,Spread Pick,Spread Conf,Total Pick,Total Conf,Pick_Team,Pick_Line,Pick_Side,Pick_Total,Pick_ML_Odds,Manual_HomeScore,Manual_AwayScore,Spread_Result,ML_Result,Total_Result
401767597,Dayton,Butler,Butler @ Dayton,2025-10-18T16:00:00.000Z,Dayton,N/A,Butler (2.5),51.6%,UNDER 46.5,55.9%,Butler,2.5,UNDER,46.5,,17,23,WIN,LOSS,WIN
401752873,Michigan,Washington,Washington @ Michigan,2025-10-18T16:00:00.000Z,Michigan,N/A,Michigan (-4.5),52.5%,UNDER 50.5,50.1%,Michigan,-4.5,UNDER,50.5,-175.0,24,7,WIN,WIN,WIN
401767704,Harvard,Merrimack,Merrimack @ Harvard,2025-10-18T16:00:00.000Z,Harvard,N/A,Harvard (-27.5),51.3%,OVER 49.5,53.2%,Harvard,-27.5,OVER,49.5,,31,7,LOSS,WIN,LOSS
401752745,Vanderbilt,LSU,LSU @ Vanderbilt,2025-10-18T16:00:00.000Z,Vanderbilt,N/A,Vanderbilt (-1.5),56.7%,OVER 48.5,51.4%,Vanderbilt,-1.5,OVER,48.5,-122.0,31,24,WIN,WIN,WIN
401767568,Wofford,Furman,Furman @ Wofford,2025-10-18T16:00:00.000Z,Wofford,N/A,Furman (2.5),52.5%,OVER 41.5,61.3%,Furman,2.5,OVER,41.5,,31,13,LOSS,WIN,WIN
401762839,Bowling Green,Central Michigan,Central Michigan @ Bowling Green,2025-10-18T16:00:00.000Z,Bowling Green,N/A,Bowling Green (-3.0),51.2%,OVER 43.5,54.4%,Bowling Green,-3.0,OVER,43.5,-155.0,6,27,LOSS,LOSS,LOSS
401756925,Houston,Arizona,Arizona @ Houston,2025-10-18T16:00:00.000Z,Arizona,N/A,Houston (1.5),50.3%,OVER 47.5,54.5%,Houston,1.5,OVER,47.5,-120.0,31,28,WIN,LOSS,WIN
401767553,Brown,Princeton,Princeton @ Brown,2025-10-18T16:00:00.000Z,Brown,N/A,Princeton (3.5),57.8%,UNDER 51.5,58.9%,Princeton,3.5,UNDER,51.5,,21,40,WIN,LOSS,LOSS
401762488,Tulane,Army,Army @ Tulane,2025-10-18T16:00:00.000Z,Tulane,N/A,Tulane (-10.0),50.2%,OVER 44.5,51.2%,Tulane,-10.0,OVER,44.5,-360.0,24,17,LOSS,WIN,LOSS
401767759,Long Island University,Robert Morris,Robert Morris @ Long Island University,2025-10-18T16:00:00.000Z,Long Island University,N/A,Robert Morris (9.5),52.0%,OVER 42.5,61.0%,Robert Morris,9.5,OVER,42.5,,17,7,LOSS,WIN,LOSS
401762841,Miami (OH),Eastern Michigan,Eastern Michigan @ Miami (OH),2025-10-18T16:00:00.000Z,Miami (OH),N/A,Eastern Michigan (12.5),50.1%,UNDER 47.5,50.1%,Eastern Michigan,12.5,UNDER,47.5,-470.0,44,30,LOSS,WIN,LOSS
401752744,South Carolina,Oklahoma,Oklahoma @ South Carolina,2025-10-18T16:45:00.000Z,Oklahoma,N/A,Oklahoma (-4.5),52.0%,OVER 42.5,57.8%,Oklahoma,-4.5,OVER,42.5,-192.0,7,26,WIN,WIN,LOSS
401767449,Indiana State,North Dakota State,North Dakota State @ Indiana State,2025-10-18T17:00:00.000Z,North Dakota State,N/A,North Dakota State (-33.5),56.6%,UNDER 56.5,52.8%,North Dakota State,-33.5,UNDER,56.5,,7,38,LOSS,WIN,WIN
401767440,Illinois State,Youngstown State,Youngstown State @ Illinois State,2025-10-18T17:00:00.000Z,Youngstown State,N/A,Youngstown State (2.0),50.9%,OVER 56.5,51.5%,Youngstown State,2.0,OVER,56.5,,35,40,WIN,WIN,WIN
401767606,Drake,Davidson,Davidson @ Drake,2025-10-18T17:00:00.000Z,Drake,N/A,Drake (-33.5),55.0%,OVER 58.5,53.7%,Drake,-33.5,OVER,58.5,,45,0,WIN,WIN,LOSS
401767505,Southern Illinois,North Dakota,North Dakota @ Southern Illinois,2025-10-18T17:00:00.000Z,North Dakota,N/A,Southern Illinois (3.0),53.7%,OVER 59.5,50.8%,Southern Illinois,3.0,OVER,59.5,,19,38,LOSS,WIN,LOSS
401767700,Fordham,Dartmouth,Dartmouth @ Fordham,2025-10-18T17:00:00.000Z,Dartmouth,N/A,Fordham (12.5),50.0%,UNDER 54.5,54.4%,Fordham,12.5,UNDER,54.5,,13,30,LOSS,WIN,WIN
401767261,Monmouth,Stony Brook,Stony Brook @ Monmouth,2025-10-18T17:00:00.000Z,Monmouth,N/A,Stony Brook (9.0),54.6%,UNDER 73.5,58.7%,Stony Brook,9.0,UNDER,73.5,,49,21,LOSS,WIN,WIN
401756928,UCF,West Virginia,West Virginia @ UCF,2025-10-18T17:00:00.000Z,UCF,N/A,West Virginia (6.5),60.5%,OVER 46.5,53.5%,West Virginia,6.5,OVER,46.5,-238.0,45,13,LOSS,WIN,WIN
401767641,Presbyterian,Stetson,Stetson @ Presbyterian,2025-10-18T17:00:00.000Z,Presbyterian,N/A,Presbyterian (-34.5),54.1%,OVER 56.5,53.2%,Presbyterian,-34.5,OVER,56.5,,42,7,WIN,WIN,LOSS
401767722,Georgetown,Colgate,Colgate @ Georgetown,2025-10-18T17:00:00.000Z,Colgate,N/A,Colgate (-7.0),51.8%,UNDER 55.5,58.6%,Colgate,-7.0,UNDER,55.5,,21,17,LOSS,LOSS,WIN
401767692,Cornell,Bucknell,Bucknell @ Cornell,2025-10-18T17:00:00.000Z,Cornell,N/A,Bucknell (4.0),50.4%,UNDER 60.5,57.3%,Bucknell,4.0,UNDER,60.5,,30,20,LOSS,WIN,WIN
401767197,Southeast Missouri State,Eastern Illinois,Eastern Illinois @ Southeast Missouri State,2025-10-18T17:00:00.000Z,Southeast Missouri State,N/A,Eastern Illinois (7.5),52.4%,UNDER 52.5,58.0%,Eastern Illinois,7.5,UNDER,52.5,,42,13,LOSS,WIN,LOSS
401767184,Villanova,Hampton,Hampton @ Villanova,2025-10-18T17:00:00.000Z,Villanova,N/A,Villanova (-24.5),61.3%,OVER 55.5,52.9%,Villanova,-24.5,OVER,55.5,,56,14,WIN,WIN,WIN
401767581,VMI,Samford,Samford @ VMI,2025-10-18T17:30:00.000Z,Samford,N/A,VMI (3.5),52.9%,UNDER 53.5,54.5%,VMI,3.5,UNDER,53.5,,22,24,WIN,WIN,WIN
401767203,Gardner-Webb,UT Martin,UT Martin @ Gardner-Webb,2025-10-18T17:30:00.000Z,Gardner-Webb,N/A,UT Martin (8.0),55.3%,UNDER 55.5,59.7%,UT Martin,8.0,UNDER,55.5,,7,37,WIN,LOSS,WIN
401767532,Chattanooga,East Tennessee State,East Tennessee State @ Chattanooga,2025-10-18T17:30:00.000Z,East Tennessee State,N/A,East Tennessee State (-4.5),51.3%,UNDER 52.5,56.2%,East Tennessee State,-4.5,UNDER,52.5,,42,38,LOSS,LOSS,LOSS
401767683,Columbia,Pennsylvania,Pennsylvania @ Columbia,2025-10-18T17:30:00.000Z,Pennsylvania,N/A,Columbia (7.5),52.0%,UNDER 46.5,56.1%,Columbia,7.5,UNDER,46.5,,21,35,LOSS,WIN,LOSS
401767649,St. Thomas (MN),Valparaiso,Valparaiso @ St. Thomas (MN),2025-10-18T18:00:00.000Z,St. Thomas (MN),N/A,St. Thomas (MN) (-27.5),58.9%,OVER 48.5,50.9%,St. Thomas (MN),-27.5,OVER,48.5,,55,17,WIN,WIN,WIN
401767212,Lindenwood,Tennessee Tech,Tennessee Tech @ Lindenwood,2025-10-18T18:00:00.000Z,Tennessee Tech,N/A,Lindenwood (16.5),54.4%,UNDER 54.5,59.1%,Lindenwood,16.5,UNDER,54.5,,28,52,LOSS,WIN,LOSS
401767497,Murray State,South Dakota State,South Dakota State @ Murray State,2025-10-18T18:00:00.000Z,South Dakota State,N/A,South Dakota State (-37.5),57.4%,OVER 56.5,52.4%,South Dakota State,-37.5,OVER,56.5,,14,35,LOSS,WIN,LOSS
401767538,Northern Iowa,South Dakota,South Dakota @ Northern Iowa,2025-10-18T18:00:00.000Z,South Dakota,N/A,Northern Iowa (6.5),52.9%,OVER 46.5,52.9%,Northern Iowa,6.5,OVER,46.5,,14,17,WIN,WIN,LOSS
401762842,Toledo,Kent State,Kent State @ Toledo,2025-10-18T18:00:00.000Z,Toledo,N/A,Toledo (-25.5),56.0%,OVER 48.5,51.0%,Toledo,-25.5,OVER,48.5,-4000.0,45,10,WIN,WIN,WIN
401767630,Morehead State,Marist,Marist @ Morehead State,2025-10-18T18:00:00.000Z,Morehead State,N/A,Morehead State (8.5),57.1%,UNDER 46.5,57.1%,Morehead State,8.5,UNDER,46.5,,23,21,WIN,WIN,WIN
401767728,Richmond,Holy Cross,Holy Cross @ Richmond,2025-10-18T18:00:00.000Z,Richmond,N/A,Holy Cross (5.5),56.2%,OVER 42.5,51.8%,Holy Cross,5.5,OVER,42.5,,22,28,WIN,LOSS,WIN
401762840,Massachusetts,Buffalo,Buffalo @ Massachusetts,2025-10-18T18:30:00.000Z,Buffalo,N/A,Massachusetts (16.5),53.4%,OVER 47.5,51.6%,Massachusetts,16.5,OVER,47.5,-800.0,21,28,WIN,WIN,WIN
401761633,UL Monroe,Troy,Troy @ UL Monroe,2025-10-18T19:00:00.000Z,Troy,N/A,UL Monroe (4.5),57.1%,OVER 45.5,55.0%,UL Monroe,4.5,OVER,45.5,-205.0,14,37,LOSS,WIN,WIN
401767100,Montana,Sacred Heart,Sacred Heart @ Montana,2025-10-18T19:00:00.000Z,Montana,N/A,Montana (-26.5),52.1%,OVER 57.5,52.2%,Montana,-26.5,OVER,57.5,,43,21,LOSS,WIN,WIN
401752874,Northwestern,Purdue,Purdue @ Northwestern,2025-10-18T19:00:00.000Z,Purdue,N/A,Purdue (3.0),55.4%,OVER 47.5,54.4%,Purdue,3.0,OVER,47.5,136.0,19,0,LOSS,LOSS,LOSS
401767383,Arkansas-Pine Bluff,Grambling,Grambling @ Arkansas-Pine Bluff,2025-10-18T19:00:00.000Z,Grambling,N/A,Arkansas-Pine Bluff (8.0),55.4%,UNDER 54.5,54.6%,Arkansas-Pine Bluff,8.0,UNDER,54.5,,16,20,WIN,WIN,WIN
401761632,Marshall,Texas State,Texas State @ Marshall,2025-10-18T19:30:00.000Z,Texas State,N/A,Texas State (-3.0),51.4%,OVER 65.5,50.7%,Texas State,-3.0,OVER,65.5,-155.0,40,37,LOSS,LOSS,WIN
401767321,UAlbany,Rhode Island,Rhode Island @ UAlbany,2025-10-18T19:30:00.000Z,Rhode Island,N/A,Rhode Island (-13.5),53.9%,UNDER 47.5,54.8%,Rhode Island,-13.5,UNDER,47.5,,17,58,WIN,WIN,LOSS
401760392,Air Force,Wyoming,Wyoming @ Air Force,2025-10-18T19:30:00.000Z,Air Force,N/A,Air Force (-4.0),52.1%,UNDER 56.5,50.7%,Air Force,-4.0,UNDER,56.5,-180.0,24,21,LOSS,WIN,WIN
401754565,Clemson,SMU,SMU @ Clemson,2025-10-18T19:30:00.000Z,Clemson,N/A,SMU (3.5),53.8%,UNDER 49.5,54.8%,SMU,3.5,UNDER,49.5,-180.0,24,35,WIN,LOSS,LOSS
401760393,Boise State,UNLV,UNLV @ Boise State,2025-10-18T19:30:00.000Z,Boise State,N/A,UNLV (12.5),54.4%,UNDER 60.5,52.9%,UNLV,12.5,UNDER,60.5,-485.0,56,31,LOSS,WIN,LOSS
401752877,Wisconsin,Ohio State,Ohio State @ Wisconsin,2025-10-18T19:30:00.000Z,Ohio State,N/A,Ohio State (-24.5),57.3%,UNDER 41.5,57.2%,Ohio State,-24.5,UNDER,41.5,-2800.0,0,34,WIN,WIN,WIN
401767144,Campbell,New Hampshire,New Hampshire @ Campbell,2025-10-18T19:30:00.000Z,New Hampshire,N/A,New Hampshire (-2.5),60.1%,UNDER 52.5,55.1%,New Hampshire,-2.5,UNDER,52.5,,10,24,WIN,WIN,WIN
401762491,North Texas,UTSA,UTSA @ North Texas,2025-10-18T19:30:00.000Z,North Texas,N/A,North Texas (-4.0),53.9%,UNDER 64.5,51.6%,North Texas,-4.0,UNDER,64.5,-192.0,55,17,WIN,WIN,LOSS
401752739,Arkansas,Texas A&M,Texas A&M @ Arkansas,2025-10-18T19:30:00.000Z,Texas A&M,N/A,Texas A&M (-7.5),51.8%,UNDER 57.5,55.0%,Texas A&M,-7.5,UNDER,57.5,-285.0,42,45,LOSS,WIN,LOSS
401761631,James Madison,Old Dominion,Old Dominion @ James Madison,2025-10-18T19:30:00.000Z,James Madison,N/A,James Madison (-3.0),51.4%,OVER 47.5,50.0%,James Madison,-3.0,OVER,47.5,-155.0,63,27,WIN,WIN,WIN
401761629,App State,Coastal Carolina,Coastal Carolina @ App State,2025-10-18T19:30:00.000Z,App State,N/A,Coastal Carolina (10.5),52.8%,OVER 48.5,54.1%,Coastal Carolina,10.5,OVER,48.5,-395.0,37,45,WIN,LOSS,WIN
401752878,Indiana,Michigan State,Michigan State @ Indiana,2025-10-18T19:30:00.000Z,Indiana,N/A,Michigan State (26.5),50.1%,UNDER 49.5,51.2%,Michigan State,26.5,UNDER,49.5,-3600.0,38,13,WIN,WIN,LOSS
401752742,Georgia,Ole Miss,Ole Miss @ Georgia,2025-10-18T19:30:00.000Z,Georgia,N/A,Georgia (-7.5),50.4%,UNDER 56.5,52.4%,Georgia,-7.5,UNDER,56.5,-285.0,43,35,WIN,WIN,LOSS
401762843,Ohio,Northern Illinois,Northern Illinois @ Ohio,2025-10-18T19:30:00.000Z,Ohio,N/A,Ohio (-10.5),52.7%,OVER 41.5,62.2%,Ohio,-10.5,OVER,41.5,-425.0,48,21,WIN,WIN,WIN
401767155,William & Mary,Elon,Elon @ William & Mary,2025-10-18T19:30:00.000Z,Elon,N/A,Elon (-1.5),51.8%,UNDER 53.5,56.0%,Elon,-1.5,UNDER,53.5,,26,21,LOSS,LOSS,WIN
401762489,Charlotte,Temple,Temple @ Charlotte,2025-10-18T19:30:00.000Z,Temple,N/A,Charlotte (10.0),59.7%,OVER 47.5,55.0%,Charlotte,10.0,OVER,47.5,-395.0,14,49,LOSS,WIN,WIN
401762838,Ball State,Akron,Akron @ Ball State,2025-10-18T19:30:00.000Z,Akron,N/A,Ball State (2.5),56.3%,OVER 44.5,57.7%,Ball State,2.5,OVER,44.5,-125.0,42,28,WIN,LOSS,WIN
401767166,Western Illinois,Charleston Southern,Charleston Southern @ Western Illinois,2025-10-18T20:00:00.000Z,Charleston Southern,N/A,Charleston Southern (-2.0),58.0%,UNDER 55.5,56.8%,Charleston Southern,-2.0,UNDER,55.5,,24,29,WIN,WIN,WIN
401767373,Florida A&M,Alcorn State,Alcorn State @ Florida A&M,2025-10-18T20:00:00.000Z,Florida A&M,N/A,Alcorn State (4.5),52.5%,UNDER 45.5,59.2%,Alcorn State,4.5,UNDER,45.5,,33,28,LOSS,WIN,LOSS
401762487,UAB,Memphis,Memphis @ UAB,2025-10-18T20:00:00.000Z,Memphis,N/A,Memphis (-23.5),51.6%,UNDER 59.5,56.5%,Memphis,-23.5,UNDER,59.5,-2100.0,31,24,LOSS,LOSS,WIN
401767485,Lamar,UT Rio Grande Valley,UT Rio Grande Valley @ Lamar,2025-10-18T20:00:00.000Z,Lamar,N/A,UT Rio Grande Valley (3.5),55.6%,UNDER 51.5,52.8%,UT Rio Grande Valley,3.5,UNDER,51.5,,23,21,WIN,WIN,WIN
401756923,Arizona State,Texas Tech,Texas Tech @ Arizona State,2025-10-18T20:00:00.000Z,Texas Tech,N/A,Texas Tech (-7.5),63.5%,OVER 52.5,52.7%,Texas Tech,-7.5,OVER,52.5,-325.0,26,22,LOSS,LOSS,LOSS
401752741,Florida,Mississippi State,Mississippi State @ Florida,2025-10-18T20:15:00.000Z,Florida,N/A,Mississippi State (9.5),56.0%,UNDER 50.5,58.7%,Mississippi State,9.5,UNDER,50.5,-360.0,23,21,WIN,WIN,WIN
401767521,SE Louisiana,Northwestern State,Northwestern State @ SE Louisiana,2025-10-18T21:00:00.000Z,SE Louisiana,N/A,SE Louisiana (-31.0),59.7%,OVER 53.5,57.2%,SE Louisiana,-31.0,OVER,53.5,,49,0,WIN,WIN,LOSS
401767434,Southern,Prairie View A&M,Prairie View A&M @ Southern,2025-10-18T21:00:00.000Z,Prairie View A&M,N/A,Prairie View A&M (-8.5),61.7%,UNDER 46.5,56.0%,Prairie View A&M,-8.5,UNDER,46.5,,3,24,WIN,WIN,WIN
401761668,Louisiana,Southern Miss,Southern Miss @ Louisiana,2025-10-18T21:00:00.000Z,Southern Miss,N/A,Louisiana (4.5),53.5%,OVER 54.5,56.8%,Louisiana,4.5,OVER,54.5,-198.0,10,22,LOSS,WIN,LOSS
401767128,Portland State,Weber State,Weber State @ Portland State,2025-10-18T21:00:00.000Z,Weber State,N/A,Portland State (6.0),50.0%,UNDER 53.5,56.0%,Portland State,6.0,UNDER,53.5,,27,43,LOSS,WIN,LOSS
401767227,Tennessee State,Howard,Howard @ Tennessee State,2025-10-18T21:30:00.000Z,Tennessee State,N/A,Tennessee State (2.0),54.2%,OVER 41.5,62.4%,Tennessee State,2.0,OVER,41.5,,24,7,WIN,WIN,LOSS
401767462,Incarnate Word,East Texas A&M,East Texas A&M @ Incarnate Word,2025-10-18T21:30:00.000Z,Incarnate Word,N/A,East Texas A&M (18.5),52.2%,OVER 56.5,50.9%,East Texas A&M,18.5,OVER,56.5,,45,52,WIN,LOSS,WIN
401767753,Mercyhurst,Duquesne,Duquesne @ Mercyhurst,2025-10-18T22:00:00.000Z,Duquesne,N/A,Duquesne (-3.0),55.9%,UNDER 51.5,57.8%,Duquesne,-3.0,UNDER,51.5,,0,37,WIN,WIN,WIN
401752951,Virginia,Washington State,Washington State @ Virginia,2025-10-18T22:30:00.000Z,Virginia,N/A,Washington State (16.5),53.4%,UNDER 56.5,52.7%,Washington State,16.5,UNDER,56.5,-800.0,22,20,WIN,WIN,WIN
401752876,Rutgers,Oregon,Oregon @ Rutgers,2025-10-18T22:30:00.000Z,Oregon,N/A,Oregon (-17.5),56.9%,UNDER 62.5,60.9%,Oregon,-17.5,UNDER,62.5,-1000.0,10,56,WIN,WIN,LOSS
401752743,Kentucky,Texas,Texas @ Kentucky,2025-10-18T23:00:00.000Z,Texas,N/A,Kentucky (12.5),52.7%,UNDER 45.5,55.1%,Kentucky,12.5,UNDER,45.5,-470.0,13,16,WIN,WIN,WIN
401761630,Georgia Southern,Georgia State,Georgia State @ Georgia Southern,2025-10-18T23:00:00.000Z,Georgia Southern,N/A,Georgia State (6.5),51.4%,UNDER 58.5,50.9%,Georgia State,6.5,UNDER,58.5,-238.0,41,24,LOSS,WIN,LOSS
401752875,Iowa,Penn State,Penn State @ Iowa,2025-10-18T23:00:00.000Z,Iowa,N/A,Iowa (-3.5),55.2%,OVER 41.5,65.8%,Iowa,-3.5,OVER,41.5,-155.0,25,24,LOSS,WIN,WIN
401767471,McNeese,Houston Christian,Houston Christian @ McNeese,2025-10-18T23:00:00.000Z,McNeese,N/A,McNeese (-6.5),56.8%,UNDER 49.5,58.9%,McNeese,-6.5,UNDER,49.5,,27,0,WIN,WIN,WIN
401767301,Tarleton State,West Georgia,West Georgia @ Tarleton State,2025-10-18T23:00:00.000Z,Tarleton State,N/A,Tarleton State (-20.0),50.4%,OVER 56.5,50.9%,Tarleton State,-20.0,OVER,56.5,,45,10,WIN,WIN,LOSS
401760394,Colorado State,Hawai'i,Hawai'i @ Colorado State,2025-10-18T23:00:00.000Z,Hawai'i,N/A,Hawai'i (2.5),52.6%,UNDER 53.5,50.2%,Hawai'i,2.5,UNDER,53.5,114.0,19,31,WIN,WIN,WIN
401767092,Eastern Washington,Idaho,Idaho @ Eastern Washington,2025-10-18T23:00:00.000Z,Idaho,N/A,Eastern Washington (7.5),57.7%,UNDER 59.5,54.1%,Eastern Washington,7.5,UNDER,59.5,,21,14,WIN,LOSS,WIN
401767517,Stephen F. Austin,Nicholls,Nicholls @ Stephen F. Austin,2025-10-18T23:00:00.000Z,Stephen F. Austin,N/A,Stephen F. Austin (-13.5),50.0%,UNDER 47.5,53.5%,Stephen F. Austin,-13.5,UNDER,47.5,,34,7,WIN,WIN,WIN
401752879,UCLA,Maryland,Maryland @ UCLA,2025-10-18T23:00:00.000Z,Maryland,N/A,Maryland (3.5),64.3%,OVER 52.5,50.2%,Maryland,3.5,OVER,52.5,125.0,20,17,WIN,LOSS,LOSS
401767280,North Alabama,Eastern Kentucky,Eastern Kentucky @ North Alabama,2025-10-18T23:00:00.000Z,Eastern Kentucky,N/A,North Alabama (11.5),53.1%,UNDER 51.5,57.3%,North Alabama,11.5,UNDER,51.5,,35,14,WIN,LOSS,WIN
401752871,Notre Dame,USC,USC @ Notre Dame,2025-10-18T23:30:00.000Z,Notre Dame,N/A,USC (10.5),50.7%,UNDER 60.5,52.9%,USC,10.5,UNDER,60.5,-395.0,34,24,WIN,WIN,WIN
401754568,Syracuse,Pittsburgh,Pittsburgh @ Syracuse,2025-10-18T23:30:00.000Z,Pittsburgh,N/A,Pittsburgh (-9.5),62.5%,OVER 54.5,55.9%,Pittsburgh,-9.5,OVER,54.5,-355.0,13,30,WIN,WIN,LOSS
401762490,South Florida,Florida Atlantic,Florida Atlantic @ South Florida,2025-10-18T23:30:00.000Z,South Florida,N/A,South Florida (-20.5),58.8%,UNDER 72.5,53.8%,South Florida,-20.5,UNDER,72.5,-1450.0,48,13,WIN,WIN,WIN
401752738,Alabama,Tennessee,Tennessee @ Alabama,2025-10-18T23:30:00.000Z,Alabama,N/A,Tennessee (8.5),51.3%,UNDER 60.5,52.9%,Tennessee,8.5,UNDER,60.5,-340.0,37,20,LOSS,WIN,WIN
401752740,Auburn,Missouri,Missouri @ Auburn,2025-10-18T23:45:00.000Z,Auburn,N/A,Auburn (1.5),54.4%,OVER 43.5,59.7%,Auburn,1.5,OVER,43.5,-102.0,17,23,LOSS,LOSS,LOSS
401756924,BYU,Utah,Utah @ BYU,2025-10-19T00:00:00.000Z,Utah,N/A,Utah (-4.0),57.2%,OVER 49.5,53.9%,Utah,-4.0,OVER,49.5,-205.0,24,21,LOSS,LOSS,LOSS
401756926,Oklahoma State,Cincinnati,Cincinnati @ Oklahoma State,2025-10-19T00:00:00.000Z,Cincinnati,N/A,Cincinnati (-23.5),57.0%,UNDER 57.5,55.3%,Cincinnati,-23.5,UNDER,57.5,-2400.0,17,49,WIN,WIN,LOSS
401767243,Southern Utah,Abilene Christian,Abilene Christian @ Southern Utah,2025-10-19T00:30:00.000Z,Abilene Christian,N/A,Southern Utah (3.0),54.3%,OVER 62.5,50.0%,Southern Utah,3.0,OVER,62.5,,31,24,WIN,LOSS,LOSS
401767123,Sacramento State,Northern Colorado,Northern Colorado @ Sacramento State,2025-10-19T01:00:00.000Z,Sacramento State,N/A,Sacramento State (-15.0),50.1%,UNDER 54.5,52.1%,Sacramento State,-15.0,UNDER,54.5,,40,35,LOSS,WIN,LOSS
401760395,New Mexico,Nevada,Nevada @ New Mexico,2025-10-19T01:45:00.000Z,New Mexico,N/A,New Mexico (-14.0),52.5%,OVER 49.5,51.4%,New Mexico,-14.0,OVER,49.5,-550.0,24,22,LOSS,WIN,LOSS
401752941,Oregon State,Lafayette,Lafayette @ Oregon State,2025-10-19T02:00:00.000Z,Oregon State,N/A,Lafayette (21.0),51.5%,UNDER 56.5,52.1%,Lafayette,21.0,UNDER,56.5,-2000.0,45,13,LOSS,WIN,LOSS
401754567,Stanford,Florida State,Florida State @ Stanford,2025-10-19T02:30:00.000Z,Florida State,N/A,Florida State (-17.5),58.4%,UNDER 55.5,57.4%,Florida State,-17.5,UNDER,55.5,-850.0,20,13,LOSS,LOSS,WIN
401757285,Florida International,Kennesaw State,Kennesaw State @ Florida International,2025-10-21T23:00:00.000Z,Kennesaw State,N/A,Florida International (3.0),50.7%,OVER 48.5,50.2%,Florida International,3.0,OVER,48.5,-155.0,26,45,LOSS,WIN,WIN
401757286,Louisiana Tech,Western Kentucky,Western Kentucky @ Louisiana Tech,2025-10-21T23:30:00.000Z,Louisiana Tech,N/A,Louisiana Tech (-5.5),50.1%,UNDER 49.5,51.4%,Louisiana Tech,-5.5,UNDER,49.5,-238.0,27,28,LOSS,LOSS,LOSS
401757287,Delaware,Middle Tennessee,Middle Tennessee @ Delaware,2025-10-22T23:30:00.000Z,Delaware,N/A,Delaware (-9.5),50.9%,UNDER 55.5,53.0%,Delaware,-9.5,UNDER,55.5,-340.0,31,28,LOSS,WIN,LOSS
401757288,New Mexico State,Missouri State,Missouri State @ New Mexico State,2025-10-23T01:00:00.000Z,Missouri State,N/A,New Mexico State (2.5),55.2%,OVER 51.5,53.2%,New Mexico State,2.5,OVER,51.5,-140.0,17,24,LOSS,WIN,LOSS
401761634,Georgia State,South Alabama,South Alabama @ Georgia State,2025-10-23T23:30:00.000Z,South Alabama,N/A,Georgia State (5.5),53.7%,OVER 54.5,54.0%,Georgia State,5.5,OVER,54.5,-215.0,31,38,LOSS,WIN,WIN
401767701,Dartmouth,Columbia,Columbia @ Dartmouth,2025-10-24T22:00:00.000Z,Dartmouth,N/A,Dartmouth (-12.5),50.7%,UNDER 46.5,57.0%,Dartmouth,-12.5,UNDER,46.5,,49,3,WIN,WIN,LOSS
401762492,Charlotte,North Texas,North Texas @ Charlotte,2025-10-24T23:00:00.000Z,North Texas,N/A,North Texas (-25.5),52.6%,UNDER 60.5,57.4%,North Texas,-25.5,UNDER,60.5,,20,54,WIN,WIN,LOSS
401754372,Virginia Tech,California,California @ Virginia Tech,2025-10-24T23:30:00.000Z,Virginia Tech,N/A,California (6.5),58.5%,OVER 50.5,50.9%,California,6.5,OVER,50.5,-230.0,42,34,LOSS,WIN,WIN
401760397,Nevada,Boise State,Boise State @ Nevada,2025-10-25T02:00:00.000Z,Boise State,N/A,Nevada (20.5),50.9%,OVER 51.5,50.1%,Nevada,20.5,OVER,51.5,-2000.0,3,24,LOSS,WIN,LOSS
401767101,Sacramento State,Montana,Montana @ Sacramento State,2025-10-25T02:30:00.000Z,Montana,N/A,Sacramento State (6.0),56.2%,OVER 61.5,51.3%,Sacramento State,6.0,OVER,61.5,,35,49,LOSS,WIN,WIN
401767705,Princeton,Harvard,Harvard @ Princeton,2025-10-25T16:00:00.000Z,Harvard,N/A,Princeton (17.5),51.0%,UNDER 53.5,53.4%,Princeton,17.5,UNDER,53.5,,14,35,LOSS,WIN,WIN
401767623,Marist,Drake,Drake @ Marist,2025-10-25T16:00:00.000Z,Drake,N/A,Marist (12.5),50.9%,UNDER 47.5,58.0%,Marist,12.5,UNDER,47.5,,17,31,LOSS,WIN,LOSS
401779510,Long Island University,New Haven,New Haven @ Long Island University,2025-10-25T16:00:00.000Z,Long Island University,N/A,Long Island University (-10.0),51.6%,UNDER 46.5,58.0%,Long Island University,-10.0,UNDER,46.5,,38,16,WIN,WIN,LOSS
401752750,Oklahoma,Ole Miss,Ole Miss @ Oklahoma,2025-10-25T16:00:00.000Z,Oklahoma,N/A,Oklahoma (-5.5),52.0%,UNDER 52.5,54.0%,Oklahoma,-5.5,UNDER,52.5,-198.0,26,34,LOSS,LOSS,LOSS
401754571,Georgia Tech,Syracuse,Syracuse @ Georgia Tech,2025-10-25T16:00:00.000Z,Georgia Tech,N/A,Georgia Tech (-17.5),52.3%,OVER 53.5,50.8%,Georgia Tech,-17.5,OVER,53.5,-1000.0,41,16,WIN,WIN,WIN
401762846,Kent State,Bowling Green,Bowling Green @ Kent State,2025-10-25T16:00:00.000Z,Bowling Green,N/A,Kent State (7.5),59.6%,OVER 47.5,54.0%,Kent State,7.5,OVER,47.5,-310.0,24,21,WIN,LOSS,LOSS
