GameID,HomeTeam,AwayTeam,Game,StartDate,Moneyline Pick,Moneyline Conf,Spread Pick,Spread Conf,Total Pick,Total Conf,Pick_Team,Pick_Line,Pick_Side,Pick_Total,Pick_ML_Odds,Manual_HomeScore,Manual_AwayScore,Spread_Result,ML_Result,Total_Result
401756846,Kansas State,Iowa State,Iowa State @ Kansas State,2025-08-23T16:00:00.000Z,Kansas State,N/A,Iowa State (2.5),50.9%,OVER 51.5,54.4%,Iowa State,2.5,OVER,51.5,-145.0,21,24,WIN,LOSS,LOSS
401767476,Nicholls,Incarnate Word,Incarnate Word @ Nicholls,2025-08-23T17:00:00.000Z,Incarnate Word,N/A,Nicholls (13.5),54.4%,UNDER 51.5,58.4%,Nicholls,13.5,UNDER,51.5,350.0,20,6,WIN,LOSS,WIN
401760371,UNLV,Idaho State,Idaho State @ UNLV,2025-08-23T20:00:00.000Z,UNLV,N/A,Idaho State (30.5),54.9%,UNDER 67.0,52.5%,Idaho State,30.5,UNDER,67.0,-3500.0,38,31,WIN,WIN,LOSS
401767126,Portland State,Tarleton State,Tarleton State @ Portland State,2025-08-23T20:30:00.000Z,Tarleton State,N/A,Tarleton State (-17.5),51.6%,UNDER 60.5,53.0%,Tarleton State,-17.5,UNDER,60.5,-850.0,0,42,WIN,WIN,WIN
401756847,Kansas,Fresno State,Fresno State @ Kansas,2025-08-23T22:30:00.000Z,Kansas,N/A,Fresno State (14.0),50.7%,OVER 51.5,50.4%,Fresno State,14.0,OVER,51.5,-550.0,31,7,LOSS,WIN,LOSS
401757218,Western Kentucky,Sam Houston,Sam Houston @ Western Kentucky,2025-08-23T23:00:00.000Z,Western Kentucky,N/A,Western Kentucky (-9.5),51.6%,UNDER 60.5,55.7%,Western Kentucky,-9.5,UNDER,60.5,-360.0,41,24,WIN,WIN,LOSS
401767410,Southern,North Carolina Central,North Carolina Central @ Southern,2025-08-23T23:30:00.000Z,North Carolina Central,N/A,North Carolina Central (-10.5),61.7%,UNDER 47.5,55.3%,North Carolina Central,-10.5,UNDER,47.5,,14,31,WIN,WIN,WIN
401754516,Hawai'i,Stanford,Stanford @ Hawai'i,2025-08-23T23:30:00.000Z,Stanford,N/A,Stanford (1.5),53.2%,OVER 53.5,53.0%,Stanford,1.5,OVER,53.5,-102.0,23,20,LOSS,LOSS,LOSS
401762522,South Florida,Boise State,Boise State @ South Florida,2025-08-28T21:30:00.000Z,South Florida,N/A,South Florida (8.5),57.1%,OVER 63.5,50.4%,South Florida,8.5,OVER,63.5,250.0,34,7,WIN,WIN,LOSS
401762790,Bowling Green,Lafayette,Lafayette @ Bowling Green,2025-08-28T22:00:00.000Z,Bowling Green,N/A,Lafayette (21.0),50.4%,UNDER 53.0,51.5%,Lafayette,21.0,UNDER,53.0,-1300.0,26,7,WIN,WIN,WIN
401752794,Rutgers,Ohio,Ohio @ Rutgers,2025-08-28T22:00:00.000Z,Rutgers,N/A,Rutgers (-11.5),50.0%,UNDER 46.5,52.8%,Rutgers,-11.5,UNDER,46.5,-455.0,34,31,LOSS,WIN,LOSS
401767549,Youngstown State,Mercyhurst,Mercyhurst @ Youngstown State,2025-08-28T22:00:00.000Z,Youngstown State,N/A,Mercyhurst (24.0),50.3%,OVER 59.5,52.5%,Mercyhurst,24.0,OVER,59.5,,24,15,WIN,WIN,LOSS
401757219,Delaware,Delaware State,Delaware State @ Delaware,2025-08-28T23:00:00.000Z,Delaware,N/A,Delaware (-30.5),52.5%,OVER 55.5,52.9%,Delaware,-30.5,OVER,55.5,,35,17,LOSS,WIN,LOSS
401761588,UL Monroe,St. Francis (PA),St. Francis (PA) @ UL Monroe,2025-08-28T23:00:00.000Z,UL Monroe,N/A,UL Monroe (-31.0),56.7%,OVER 47.0,53.5%,UL Monroe,-31.0,OVER,47.0,-3500.0,29,0,LOSS,WIN,LOSS
401767327,Norfolk State,Towson,Towson @ Norfolk State,2025-08-28T23:00:00.000Z,Towson,N/A,Norfolk State (8.5),50.8%,UNDER 49.5,57.0%,Norfolk State,8.5,UNDER,49.5,,7,27,LOSS,WIN,WIN
401767171,Eastern Illinois,Dayton,Dayton @ Eastern Illinois,2025-08-28T23:00:00.000Z,Eastern Illinois,N/A,Dayton (9.5),62.0%,UNDER 47.5,60.9%,Dayton,9.5,UNDER,47.5,,24,14,LOSS,WIN,WIN
401767209,St. Thomas (MN),Lindenwood,Lindenwood @ St. Thomas (MN),2025-08-28T23:00:00.000Z,Lindenwood,N/A,St. Thomas (MN) (6.5),57.1%,UNDER 51.5,57.4%,St. Thomas (MN),6.5,UNDER,51.5,,35,13,WIN,LOSS,WIN
401762789,Akron,Wyoming,Wyoming @ Akron,2025-08-28T23:00:00.000Z,Wyoming,N/A,Akron (8.5),60.6%,OVER 49.5,52.4%,Akron,8.5,OVER,49.5,-325.0,0,10,LOSS,WIN,LOSS
401756848,UCF,Jacksonville State,Jacksonville State @ UCF,2025-08-28T23:00:00.000Z,UCF,N/A,Jacksonville State (16.5),51.9%,UNDER 53.5,50.9%,Jacksonville State,16.5,UNDER,53.5,-750.0,17,10,WIN,WIN,WIN
401754373,NC State,East Carolina,East Carolina @ NC State,2025-08-28T23:00:00.000Z,NC State,N/A,East Carolina (12.5),56.5%,UNDER 58.5,51.4%,East Carolina,12.5,UNDER,58.5,-440.0,24,17,WIN,WIN,WIN
401767298,Samford,West Georgia,West Georgia @ Samford,2025-08-28T23:30:00.000Z,West Georgia,N/A,West Georgia (6.5),64.5%,UNDER 55.5,54.3%,West Georgia,6.5,UNDER,55.5,,3,34,WIN,WIN,WIN
401756876,Oklahoma State,UT Martin,UT Martin @ Oklahoma State,2025-08-28T23:30:00.000Z,Oklahoma State,N/A,Oklahoma State (-26.0),51.1%,UNDER 56.5,52.3%,Oklahoma State,-26.0,UNDER,56.5,-1300.0,27,7,LOSS,WIN,WIN
401754517,Duke,Elon,Elon @ Duke,2025-08-28T23:30:00.000Z,Duke,N/A,Duke (-36.5),56.6%,OVER 51.5,51.1%,Duke,-36.5,OVER,51.5,,45,17,LOSS,WIN,WIN
401752674,Missouri,Central Arkansas,Central Arkansas @ Missouri,2025-08-28T23:30:00.000Z,Missouri,N/A,Missouri (-38.5),62.0%,OVER 52.5,51.3%,Missouri,-38.5,OVER,52.5,,61,6,WIN,WIN,WIN
401756852,Houston,Stephen F. Austin,Stephen F. Austin @ Houston,2025-08-29T00:00:00.000Z,Houston,N/A,Houston (-24.5),52.8%,UNDER 54.5,52.8%,Houston,-24.5,UNDER,54.5,-2200.0,27,0,WIN,WIN,WIN
401767369,Northwestern State,Alcorn State,Alcorn State @ Northwestern State,2025-08-29T00:00:00.000Z,Alcorn State,N/A,Northwestern State (10.5),60.2%,UNDER 49.5,56.3%,Northwestern State,10.5,UNDER,49.5,,20,10,WIN,LOSS,WIN
401752793,Minnesota,Buffalo,Buffalo @ Minnesota,2025-08-29T00:00:00.000Z,Minnesota,N/A,Buffalo (16.5),50.1%,UNDER 45.5,50.2%,Buffalo,16.5,UNDER,45.5,-900.0,23,10,WIN,WIN,WIN
401762430,UAB,Alabama State,Alabama State @ UAB,2025-08-29T00:30:00.000Z,UAB,N/A,Alabama State (21.0),52.9%,UNDER 53.5,51.5%,Alabama State,21.0,UNDER,53.5,-1200.0,52,42,WIN,WIN,LOSS
401762791,Wisconsin,Miami (OH),Miami (OH) @ Wisconsin,2025-08-29T01:00:00.000Z,Wisconsin,N/A,Miami (OH) (17.5),52.9%,OVER 40.5,62.4%,Miami (OH),17.5,OVER,40.5,-1100.0,17,0,WIN,WIN,LOSS
401752796,Cincinnati,Nebraska,Nebraska @ Cincinnati,2025-08-29T01:00:00.000Z,Nebraska,N/A,Cincinnati (6.5),52.3%,UNDER 52.5,54.1%,Cincinnati,6.5,UNDER,52.5,-270.0,17,20,WIN,WIN,WIN
401760357,San Diego State,Stony Brook,Stony Brook @ San Diego State,2025-08-29T02:00:00.000Z,San Diego State,N/A,San Diego State (-19.5),53.4%,OVER 53.5,50.1%,San Diego State,-19.5,OVER,53.5,-1000.0,42,0,WIN,WIN,LOSS
401767140,Rhode Island,Campbell,Campbell @ Rhode Island,2025-08-29T22:00:00.000Z,Rhode Island,N/A,Rhode Island (-11.5),55.5%,UNDER 56.5,53.9%,Rhode Island,-11.5,UNDER,56.5,,31,20,LOSS,WIN,WIN
401762432,Army,Tarleton State,Tarleton State @ Army,2025-08-29T22:00:00.000Z,Army,N/A,Tarleton State (14.5),50.4%,UNDER 47.5,51.2%,Tarleton State,14.5,UNDER,47.5,-600.0,27,30,WIN,LOSS,LOSS
401766898,Florida International,Bethune-Cookman,Bethune-Cookman @ Florida International,2025-08-29T23:00:00.000Z,Florida International,N/A,Florida International (-26.5),52.9%,OVER 54.5,51.1%,Florida International,-26.5,OVER,54.5,-5000.0,42,9,WIN,WIN,LOSS
401767256,Colgate,Monmouth,Monmouth @ Colgate,2025-08-29T23:00:00.000Z,Monmouth,N/A,Colgate (14.5),52.2%,UNDER 65.5,54.5%,Colgate,14.5,UNDER,65.5,,39,42,WIN,WIN,LOSS
401779329,Marist,New Haven,New Haven @ Marist,2025-08-29T23:00:00.000Z,Marist,N/A,Marist (3.5),61.3%,UNDER 48.5,58.7%,Marist,3.5,UNDER,48.5,,31,14,WIN,WIN,WIN
401761589,Charlotte,App State,App State @ Charlotte,2025-08-29T23:00:00.000Z,App State,N/A,Charlotte (8.5),59.5%,OVER 53.5,59.3%,Charlotte,8.5,OVER,53.5,-325.0,11,34,LOSS,WIN,LOSS
401754374,Wake Forest,Kennesaw State,Kennesaw State @ Wake Forest,2025-08-29T23:00:00.000Z,Wake Forest,N/A,Wake Forest (-17.5),51.4%,UNDER 51.5,51.0%,Wake Forest,-17.5,UNDER,51.5,-1000.0,10,9,LOSS,WIN,WIN
401752802,Michigan State,Western Michigan,Western Michigan @ Michigan State,2025-08-29T23:00:00.000Z,Michigan State,N/A,Western Michigan (18.5),60.3%,UNDER 49.5,51.0%,Western Michigan,18.5,UNDER,49.5,-950.0,23,6,WIN,WIN,WIN
401756854,Kansas,Wagner,Wagner @ Kansas,2025-08-29T23:30:00.000Z,Kansas,N/A,Kansas (-45.5),59.7%,OVER 57.5,53.7%,Kansas,-45.5,OVER,57.5,,46,7,LOSS,WIN,LOSS
401752795,Illinois,Western Illinois,Western Illinois @ Illinois,2025-08-29T23:30:00.000Z,Illinois,N/A,Illinois (-48.5),59.5%,UNDER 62.5,53.7%,Illinois,-48.5,UNDER,62.5,,52,3,WIN,WIN,WIN
401754375,Colorado,Georgia Tech,Georgia Tech @ Colorado,2025-08-30T00:00:00.000Z,Georgia Tech,N/A,Georgia Tech (-4.0),62.1%,OVER 55.5,52.3%,Georgia Tech,-4.0,OVER,55.5,-192.0,20,27,WIN,WIN,LOSS
401752667,Baylor,Auburn,Auburn @ Baylor,2025-08-30T00:00:00.000Z,Auburn,N/A,Auburn (-1.5),62.9%,UNDER 57.5,54.1%,Auburn,-1.5,UNDER,57.5,-115.0,24,38,WIN,WIN,LOSS
401757224,Sam Houston,UNLV,UNLV @ Sam Houston,2025-08-30T01:30:00.000Z,UNLV,N/A,Sam Houston (13.5),50.8%,OVER 58.5,52.1%,Sam Houston,13.5,OVER,58.5,-500.0,21,38,LOSS,WIN,WIN
401760358,San José State,Central Michigan,Central Michigan @ San José State,2025-08-30T02:30:00.000Z,San José State,N/A,Central Michigan (11.5),50.4%,UNDER 50.5,51.8%,Central Michigan,11.5,UNDER,50.5,-425.0,14,16,WIN,LOSS,WIN
401752677,Ohio State,Texas,Texas @ Ohio State,2025-08-30T16:00:00.000Z,Ohio State,N/A,Ohio State (-1.5),55.4%,OVER 46.5,53.6%,Ohio State,-1.5,OVER,46.5,-125.0,14,7,WIN,WIN,LOSS
401752673,Southern Miss,Mississippi State,Mississippi State @ Southern Miss,2025-08-30T16:00:00.000Z,Mississippi State,N/A,Mississippi State (-11.5),56.8%,UNDER 59.5,53.5%,Mississippi State,-11.5,UNDER,59.5,-440.0,17,34,WIN,WIN,WIN
401752801,Purdue,Ball State,Ball State @ Purdue,2025-08-30T16:00:00.000Z,Purdue,N/A,Ball State (16.5),52.2%,UNDER 50.5,54.2%,Ball State,16.5,UNDER,50.5,-850.0,31,0,LOSS,WIN,WIN
401752803,Tulane,Northwestern,Northwestern @ Tulane,2025-08-30T16:00:00.000Z,Tulane,N/A,Northwestern (6.5),58.1%,OVER 47.5,52.1%,Northwestern,6.5,OVER,47.5,-245.0,23,3,LOSS,WIN,LOSS
401754520,Pittsburgh,Duquesne,Duquesne @ Pittsburgh,2025-08-30T16:00:00.000Z,Pittsburgh,N/A,Pittsburgh (-39.5),57.1%,OVER 58.5,51.1%,Pittsburgh,-39.5,OVER,58.5,,61,9,WIN,WIN,WIN
401752676,Tennessee,Syracuse,Syracuse @ Tennessee,2025-08-30T16:00:00.000Z,Tennessee,N/A,Tennessee (-13.5),59.7%,UNDER 53.5,51.1%,Tennessee,-13.5,UNDER,53.5,-550.0,45,26,WIN,WIN,LOSS
401762434,Navy,VMI,VMI @ Navy,2025-08-30T16:00:00.000Z,Navy,N/A,Navy (-42.5),59.4%,OVER 54.5,59.9%,Navy,-42.5,OVER,54.5,,52,7,WIN,WIN,WIN
401762792,Kent State,Merrimack,Merrimack @ Kent State,2025-08-30T16:00:00.000Z,Kent State,N/A,Kent State (-5.5),52.6%,UNDER 50.5,54.6%,Kent State,-5.5,UNDER,50.5,,21,17,LOSS,WIN,WIN
401752797,Maryland,Florida Atlantic,Florida Atlantic @ Maryland,2025-08-30T16:00:00.000Z,Maryland,N/A,Florida Atlantic (16.5),54.9%,OVER 57.5,50.4%,Florida Atlantic,16.5,OVER,57.5,-700.0,39,7,LOSS,WIN,LOSS
401752670,Kentucky,Toledo,Toledo @ Kentucky,2025-08-30T16:45:00.000Z,Kentucky,N/A,Toledo (10.0),61.3%,UNDER 48.5,51.7%,Toledo,10.0,UNDER,48.5,-345.0,24,16,WIN,WIN,WIN
401767602,Davidson,Georgetown,Georgetown @ Davidson,2025-08-30T17:00:00.000Z,Georgetown,N/A,Georgetown (-3.5),64.7%,UNDER 55.5,55.2%,Georgetown,-3.5,UNDER,55.5,,14,51,WIN,WIN,LOSS
401756878,West Virginia,Robert Morris,Robert Morris @ West Virginia,2025-08-30T18:00:00.000Z,West Virginia,N/A,West Virginia (-40.0),54.5%,OVER 56.5,52.7%,West Virginia,-40.0,OVER,56.5,,45,3,WIN,WIN,LOSS
401757167,UConn,Central Connecticut,Central Connecticut @ UConn,2025-08-30T18:00:00.000Z,UConn,N/A,UConn (-29.5),52.2%,OVER 51.5,51.3%,UConn,-29.5,OVER,51.5,-7500.0,59,13,WIN,WIN,WIN
401767339,Furman,William & Mary,William & Mary @ Furman,2025-08-30T18:00:00.000Z,William & Mary,N/A,William & Mary (2.5),60.3%,UNDER 49.5,56.6%,William & Mary,2.5,UNDER,49.5,,23,21,WIN,LOSS,WIN
401767536,Northern Iowa,Butler,Butler @ Northern Iowa,2025-08-30T18:00:00.000Z,Northern Iowa,N/A,Northern Iowa (-16.5),50.7%,UNDER 53.5,52.3%,Northern Iowa,-16.5,UNDER,53.5,,38,14,WIN,WIN,WIN
401767657,Sacred Heart,Stonehill,Stonehill @ Sacred Heart,2025-08-30T18:00:00.000Z,Sacred Heart,N/A,Stonehill (6.5),50.8%,UNDER 45.5,58.1%,Stonehill,6.5,UNDER,45.5,,12,7,WIN,WIN,WIN
401754518,Boston College,Fordham,Fordham @ Boston College,2025-08-30T18:00:00.000Z,Boston College,N/A,Boston College (-35.0),57.3%,OVER 53.5,51.1%,Boston College,-35.0,OVER,53.5,,66,10,WIN,WIN,WIN
401752806,Indiana,Old Dominion,Old Dominion @ Indiana,2025-08-30T18:30:00.000Z,Indiana,N/A,Indiana (-23.5),50.7%,UNDER 54.5,54.5%,Indiana,-23.5,UNDER,54.5,-2400.0,27,14,LOSS,WIN,WIN
401767179,Jackson State,Hampton,Hampton @ Jackson State,2025-08-30T19:00:00.000Z,Jackson State,N/A,Jackson State (-18.5),58.0%,UNDER 58.5,50.1%,Jackson State,-18.5,UNDER,58.5,,28,14,LOSS,WIN,WIN
401754519,Louisville,Eastern Kentucky,Eastern Kentucky @ Louisville,2025-08-30T19:00:00.000Z,Louisville,N/A,Louisville (-37.5),56.5%,UNDER 57.5,50.5%,Louisville,-37.5,UNDER,57.5,-7500.0,51,17,LOSS,WIN,LOSS
401752665,Florida State,Alabama,Alabama @ Florida State,2025-08-30T19:30:00.000Z,Alabama,N/A,Florida State (13.5),57.2%,UNDER 50.5,54.6%,Florida State,13.5,UNDER,50.5,-500.0,31,17,WIN,LOSS,WIN
401762456,Massachusetts,Temple,Temple @ Massachusetts,2025-08-30T19:30:00.000Z,Temple,N/A,Temple (-3.0),53.2%,OVER 51.5,52.4%,Temple,-3.0,OVER,51.5,-148.0,10,42,WIN,WIN,WIN
401752807,Penn State,Nevada,Nevada @ Penn State,2025-08-30T19:30:00.000Z,Penn State,N/A,Penn State (-45.5),61.2%,OVER 58.5,52.0%,Penn State,-45.5,OVER,58.5,,46,11,LOSS,WIN,LOSS
401762793,Northern Illinois,Holy Cross,Holy Cross @ Northern Illinois,2025-08-30T19:30:00.000Z,Northern Illinois,N/A,Northern Illinois (-13.5),50.1%,UNDER 48.5,55.7%,Northern Illinois,-13.5,UNDER,48.5,,19,17,LOSS,WIN,WIN
401756853,Iowa State,South Dakota,South Dakota @ Iowa State,2025-08-30T19:30:00.000Z,Iowa State,N/A,Iowa State (-16.5),55.6%,UNDER 47.5,50.4%,Iowa State,-16.5,UNDER,47.5,,55,7,WIN,WIN,LOSS
401760359,Air Force,Bucknell,Bucknell @ Air Force,2025-08-30T19:30:00.000Z,Air Force,N/A,Air Force (-31.0),58.0%,OVER 54.5,56.3%,Air Force,-31.0,OVER,54.5,,49,13,WIN,WIN,WIN
401752669,Georgia,Marshall,Marshall @ Georgia,2025-08-30T19:30:00.000Z,Georgia,N/A,Georgia (-39.5),57.9%,OVER 55.5,54.9%,Georgia,-39.5,OVER,55.5,,45,7,LOSS,WIN,LOSS
401767350,Florida A&M,Howard,Howard @ Florida A&M,2025-08-30T20:00:00.000Z,Florida A&M,N/A,Florida A&M (-7.5),52.4%,UNDER 48.5,59.4%,Florida A&M,-7.5,UNDER,48.5,,9,10,LOSS,LOSS,WIN
401757220,Liberty,Maine,Maine @ Liberty,2025-08-30T20:00:00.000Z,Liberty,N/A,Liberty (-25.5),50.7%,UNDER 51.0,53.0%,Liberty,-25.5,UNDER,51.0,,28,7,LOSS,WIN,WIN
401752804,Oregon,Montana State,Montana State @ Oregon,2025-08-30T20:00:00.000Z,Oregon,N/A,Montana State (28.0),53.4%,UNDER 56.5,54.2%,Montana State,28.0,UNDER,56.5,,59,13,LOSS,WIN,LOSS
401752666,Arkansas,Alabama A&M,Alabama A&M @ Arkansas,2025-08-30T20:15:00.000Z,Arkansas,N/A,Arkansas (-45.5),61.8%,UNDER 62.5,55.0%,Arkansas,-45.5,UNDER,62.5,,52,7,LOSS,WIN,WIN
401767223,Tennessee State,North Carolina A&T,North Carolina A&T @ Tennessee State,2025-08-30T20:30:00.000Z,Tennessee State,N/A,Tennessee State (-6.5),56.2%,UNDER 50.5,59.8%,Tennessee State,-6.5,UNDER,50.5,,24,21,LOSS,WIN,WIN
401762433,Memphis,Chattanooga,Chattanooga @ Memphis,2025-08-30T20:30:00.000Z,Memphis,N/A,Memphis (-30.5),54.4%,OVER 55.5,52.1%,Memphis,-30.5,OVER,55.5,,45,10,WIN,WIN,LOSS
401767425,Mississippi Valley State,Southern,Southern @ Mississippi Valley State,2025-08-30T21:00:00.000Z,Southern,N/A,Mississippi Valley State (12.5),53.3%,UNDER 49.5,53.1%,Mississippi Valley State,12.5,UNDER,49.5,,29,34,WIN,WIN,LOSS
401767454,East Tennessee State,Murray State,Murray State @ East Tennessee State,2025-08-30T21:30:00.000Z,East Tennessee State,N/A,Murray State (31.0),50.6%,OVER 54.5,53.2%,Murray State,31.0,OVER,54.5,,45,17,WIN,WIN,WIN
401767201,Western Carolina,Gardner-Webb,Gardner-Webb @ Western Carolina,2025-08-30T22:00:00.000Z,Western Carolina,N/A,Gardner-Webb (6.5),54.5%,UNDER 57.5,56.6%,Gardner-Webb,6.5,UNDER,57.5,,45,52,WIN,LOSS,LOSS
401752799,Iowa,UAlbany,UAlbany @ Iowa,2025-08-30T22:00:00.000Z,Iowa,N/A,Iowa (-39.5),67.1%,OVER 48.5,56.3%,Iowa,-39.5,OVER,48.5,,34,7,LOSS,WIN,LOSS
401767572,Mercer,Presbyterian,Presbyterian @ Mercer,2025-08-30T22:00:00.000Z,Mercer,N/A,Presbyterian (22.5),53.7%,UNDER 51.5,51.7%,Presbyterian,22.5,UNDER,51.5,,10,15,WIN,LOSS,WIN
401761590,James Madison,Weber State,Weber State @ James Madison,2025-08-30T22:00:00.000Z,James Madison,N/A,James Madison (-26.5),56.7%,OVER 54.5,50.6%,James Madison,-26.5,OVER,54.5,,45,10,WIN,WIN,WIN
401752675,Oklahoma,Illinois State,Illinois State @ Oklahoma,2025-08-30T22:00:00.000Z,Oklahoma,N/A,Oklahoma (-39.5),62.3%,UNDER 61.0,53.0%,Oklahoma,-39.5,UNDER,61.0,,35,3,LOSS,WIN,WIN
401754616,Virginia,Coastal Carolina,Coastal Carolina @ Virginia,2025-08-30T22:00:00.000Z,Virginia,N/A,Virginia (-12.5),54.8%,UNDER 57.5,50.7%,Virginia,-12.5,UNDER,57.5,-470.0,48,7,WIN,WIN,WIN
401767415,South Carolina State,Wofford,Wofford @ South Carolina State,2025-08-30T22:00:00.000Z,South Carolina State,N/A,Wofford (9.5),55.7%,UNDER 49.5,58.5%,Wofford,9.5,UNDER,49.5,,16,15,WIN,WIN,WIN
401767265,North Carolina Central,New Hampshire,New Hampshire @ North Carolina Central,2025-08-30T22:00:00.000Z,North Carolina Central,N/A,New Hampshire (4.5),58.7%,UNDER 50.5,57.7%,New Hampshire,4.5,UNDER,50.5,,10,27,WIN,LOSS,WIN
401757222,Middle Tennessee,Austin Peay,Austin Peay @ Middle Tennessee,2025-08-30T23:00:00.000Z,Middle Tennessee,N/A,Austin Peay (14.5),53.0%,UNDER 53.5,51.3%,Austin Peay,14.5,UNDER,53.5,-675.0,14,34,WIN,LOSS,WIN
401752668,Florida,Long Island University,Long Island University @ Florida,2025-08-30T23:00:00.000Z,Florida,N/A,Florida (-46.5),56.7%,OVER 56.5,54.2%,Florida,-46.5,OVER,56.5,,55,0,WIN,WIN,LOSS
401757226,Western Kentucky,North Alabama,North Alabama @ Western Kentucky,2025-08-30T23:00:00.000Z,Western Kentucky,N/A,Western Kentucky (-27.5),51.1%,UNDER 60.5,51.0%,Western Kentucky,-27.5,UNDER,60.5,,55,6,WIN,WIN,LOSS
401767130,South Dakota State,Sacramento State,Sacramento State @ South Dakota State,2025-08-30T23:00:00.000Z,South Dakota State,N/A,Sacramento State (11.5),51.0%,UNDER 57.5,50.4%,Sacramento State,11.5,UNDER,57.5,,20,3,LOSS,WIN,WIN
401752679,Vanderbilt,Charleston Southern,Charleston Southern @ Vanderbilt,2025-08-30T23:00:00.000Z,Vanderbilt,N/A,Vanderbilt (-37.5),63.9%,OVER 49.5,55.6%,Vanderbilt,-37.5,OVER,49.5,,45,3,WIN,WIN,LOSS
401767059,Incarnate Word,Eastern Washington,Eastern Washington @ Incarnate Word,2025-08-30T23:00:00.000Z,Incarnate Word,N/A,Eastern Washington (10.0),53.9%,UNDER 57.5,57.3%,Eastern Washington,10.0,UNDER,57.5,,31,21,PUSH,WIN,WIN
401752678,Texas A&M,UTSA,UTSA @ Texas A&M,2025-08-30T23:00:00.000Z,Texas A&M,N/A,UTSA (21.5),55.9%,UNDER 56.5,50.7%,UTSA,21.5,UNDER,56.5,-1650.0,42,24,WIN,WIN,LOSS
401761591,Arkansas State,Southeast Missouri State,Southeast Missouri State @ Arkansas State,2025-08-30T23:00:00.000Z,Arkansas State,N/A,Arkansas State (-15.5),50.1%,UNDER 59.5,54.3%,Arkansas State,-15.5,UNDER,59.5,-750.0,42,24,WIN,WIN,LOSS
401761595,Troy,Nicholls,Nicholls @ Troy,2025-08-30T23:00:00.000Z,Troy,N/A,Troy (-16.5),50.2%,UNDER 46.5,53.1%,Troy,-16.5,UNDER,46.5,-2500.0,38,20,WIN,WIN,LOSS
401761593,South Alabama,Morgan State,Morgan State @ South Alabama,2025-08-30T23:00:00.000Z,South Alabama,N/A,South Alabama (-28.5),55.0%,UNDER 51.5,50.5%,South Alabama,-28.5,UNDER,51.5,,38,21,LOSS,WIN,LOSS
401756855,Kansas State,North Dakota,North Dakota @ Kansas State,2025-08-30T23:00:00.000Z,Kansas State,N/A,Kansas State (-27.5),56.8%,UNDER 55.5,52.4%,Kansas State,-27.5,UNDER,55.5,,38,35,LOSS,WIN,LOSS
401757225,Utah State,UTEP,UTEP @ Utah State,2025-08-30T23:30:00.000Z,Utah State,N/A,Utah State (-3.5),52.9%,UNDER 59.5,51.2%,Utah State,-3.5,UNDER,59.5,-180.0,28,16,WIN,WIN,WIN
401752808,Michigan,New Mexico,New Mexico @ Michigan,2025-08-30T23:30:00.000Z,Michigan,N/A,New Mexico (36.5),55.2%,UNDER 52.5,51.4%,New Mexico,36.5,UNDER,52.5,,34,17,WIN,WIN,WIN
401752671,Clemson,LSU,LSU @ Clemson,2025-08-30T23:30:00.000Z,Clemson,N/A,LSU (3.5),53.7%,UNDER 57.5,56.6%,LSU,3.5,UNDER,57.5,-170.0,10,17,WIN,LOSS,WIN
401756877,Texas Tech,Arkansas-Pine Bluff,Arkansas-Pine Bluff @ Texas Tech,2025-08-30T23:30:00.000Z,Texas Tech,N/A,Texas Tech (nan),61.0%,UNDER 62.5,64.5%,Texas Tech,,UNDER,62.5,,67,7,LOSS,WIN,LOSS
401757221,Louisiana Tech,SE Louisiana,SE Louisiana @ Louisiana Tech,2025-08-30T23:30:00.000Z,Louisiana Tech,N/A,Louisiana Tech (-14.5),50.3%,UNDER 50.5,54.9%,Louisiana Tech,-14.5,UNDER,50.5,-750.0,24,0,WIN,WIN,WIN
401752798,USC,Missouri State,Missouri State @ USC,2025-08-30T23:30:00.000Z,USC,N/A,USC (-34.5),66.1%,UNDER 59.5,54.8%,USC,-34.5,UNDER,59.5,,73,13,WIN,WIN,LOSS
401752672,Ole Miss,Georgia State,Georgia State @ Ole Miss,2025-08-30T23:45:00.000Z,Ole Miss,N/A,Ole Miss (-38.5),63.3%,UNDER 62.5,58.8%,Ole Miss,-38.5,UNDER,62.5,,63,7,WIN,WIN,LOSS
401756851,BYU,Portland State,Portland State @ BYU,2025-08-31T00:00:00.000Z,BYU,N/A,BYU (-43.5),62.9%,OVER 61.5,55.9%,BYU,-43.5,OVER,61.5,,69,0,WIN,WIN,WIN
401767070,San Diego,Cal Poly,Cal Poly @ San Diego,2025-08-31T00:00:00.000Z,Cal Poly,N/A,Cal Poly (1.5),58.3%,UNDER 49.5,58.6%,Cal Poly,1.5,UNDER,49.5,,17,41,WIN,WIN,LOSS
401762435,North Texas,Lamar,Lamar @ North Texas,2025-08-31T00:00:00.000Z,North Texas,N/A,North Texas (-27.5),53.4%,UNDER 63.5,55.7%,North Texas,-27.5,UNDER,63.5,,51,0,WIN,WIN,WIN
401767431,Texas Southern,Prairie View A&M,Prairie View A&M @ Texas Southern,2025-08-31T00:00:00.000Z,Prairie View A&M,N/A,Prairie View A&M (1.5),62.1%,UNDER 47.5,59.8%,Prairie View A&M,1.5,UNDER,47.5,,21,22,WIN,WIN,WIN
